sku_id,week_start,units_sold,forecast_weekly_demand,on_hand_units,reorder_point,safety_stock,on_order_units,sku_name,category,subcategory,brand,cost_price,inventory_data_available,inventory_position,forecast_horizon_demand,weeks_of_cover,lead_time_demand,projected_inventory_4w,risk,recommended_action,stockout_exposure,excess_inventory_value
SKU00850,2025-12-29,7.0,8.932494332180669,241.0,131.0,45.0,0.0,GoldenHarvest Frozen Vegetables Family Pack,Frozen Foods,Frozen Vegetables,GoldenHarvest,497.35,1,241.0,35.729977328722676,26.980145862702745,8.932494332180669,205.27002267127733,OVERSTOCK,Reduce / defer replenishment,0.0,102091.04577555979
SKU00851,2025-12-29,5.0,11.85741092212381,246.0,223.0,63.0,0.0,PremiumSelect Kids Wear Family Pack,Apparel & Footwear,Kids Wear,PremiumSelect,1657.87,1,246.0,47.42964368849524,20.746518916790507,11.85741092212381,198.57035631150475,OVERSTOCK,Reduce / defer replenishment,0.0,329203.83661815437
SKU00852,2025-12-29,7.0,7.6269194154079605,235.0,147.0,52.0,0.0,HomeStyle Small Appliances 2L,Electronics & Accessories,Small Appliances,HomeStyle,507.26,1,235.0,30.507677661631842,30.81191595197023,7.6269194154079605,204.49232233836815,OVERSTOCK,Reduce / defer replenishment,0.0,103730.77542936063
SKU00853,2025-12-29,4.0,6.737204861847441,306.0,220.0,99.0,0.0,QuickBite Ice Cream 100g,Frozen Foods,Ice Cream,QuickBite,536.17,1,306.0,26.948819447389763,45.41942931450214,6.737204861847441,279.0511805526102,OVERSTOCK,Reduce / defer replenishment,0.0,149618.87147689302
SKU00854,2025-12-29,14.0,24.291952595262273,382.0,181.0,62.0,0.0,MetroBrand Storage & Containers Large,Home & Kitchen,Storage & Containers,MetroBrand,835.45,1,382.0,97.1678103810491,15.725372363623931,24.291952595262273,284.8321896189509,OVERSTOCK,Reduce / defer replenishment,0.0,237963.05281715255
SKU00855,2025-12-29,0.0,5.92586201762595,6862.0,1598.0,545.0,0.0,NutriPlus Bottled Water Family Pack,Beverages,Bottled Water,NutriPlus,105.98,1,6862.0,23.7034480705038,1157.9749882109288,5.92586201762595,6838.296551929496,OVERSTOCK,Reduce / defer replenishment,0.0,724722.668573488
SKU00856,2025-12-29,3.0,9.278899305564714,214.0,135.0,58.0,0.0,GreenValley Notebooks 2kg,Stationery & Office,Notebooks,GreenValley,79.19,1,214.0,37.115597222258856,23.063080323725526,9.278899305564714,176.88440277774114,OVERSTOCK,Reduce / defer replenishment,0.0,14007.47585596932
SKU00857,2025-12-29,1.0,11.4267884045945,76.0,134.0,52.0,0.0,EverydayPlus Cookware 500ml,Home & Kitchen,Cookware,EverydayPlus,313.84,1,76.0,45.707153618378,6.651037658966522,11.4267884045945,30.292846381622,WATCH,Review replenishment plan,0.0,0.0
SKU00858,2025-12-29,4.0,6.860664553132736,7832.0,1692.0,568.0,0.0,NutriPlus Ice Cream 100g,Frozen Foods,Ice Cream,NutriPlus,416.42,1,7832.0,27.442658212530944,1141.5803730593022,6.860664553132736,7804.557341787469,OVERSTOCK,Reduce / defer replenishment,0.0,3249973.768267138
SKU00859,2025-12-29,1.0,6.747064076672485,110.0,52.0,13.0,0.0,CleanWave Mobile Accessories Medium,Electronics & Accessories,Mobile Accessories,CleanWave,1462.8,1,110.0,26.98825630668994,16.30338748083296,6.747064076672485,83.01174369331005,OVERSTOCK,Reduce / defer replenishment,0.0,121429.57867457395
SKU00860,2025-12-29,3.0,6.104261843903237,5359.0,1205.0,392.0,0.0,FamilyChoice Frozen Vegetables Small,Frozen Foods,Frozen Vegetables,FamilyChoice,393.43,1,5359.0,24.41704737561295,877.9112261300547,6.104261843903237,5334.582952624387,OVERSTOCK,Reduce / defer replenishment,0.0,2098784.9710510126
SKU00861,2025-12-29,26.0,34.90678225846966,24.0,125.0,53.0,0.0,MetroBrand Butter & Ghee 100g,Dairy & Bakery,Butter & Ghee,MetroBrand,134.01,1,24.0,139.62712903387865,0.6875454695964341,34.90678225846966,-115.62712903387865,STOCKOUT RISK,Expedite replenishment,15495.191561830075,0.0
SKU00862,2025-12-29,7.0,26.477884996916764,,,,0.0,CleanWave Footwear Pack of 12,Apparel & Footwear,Footwear,CleanWave,961.53,0,0.0,105.91153998766706,0.0,26.477884996916764,-105.91153998766706,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00863,2025-12-29,15.0,7.976535191638062,78.0,148.0,68.0,0.0,NovaFresh Namkeen 500ml,Snacks & Confectionery,Namkeen,NovaFresh,146.54,1,78.0,31.906140766552248,9.778681861990496,7.976535191638062,46.09385923344775,WATCH,Review replenishment plan,0.0,0.0
SKU00864,2025-12-29,8.0,23.189710287887298,339.0,183.0,72.0,0.0,HomeStyle Bread 2L,Dairy & Bakery,Bread,HomeStyle,146.11,1,339.0,92.75884115154919,14.618552616289914,23.189710287887298,246.24115884845082,OVERSTOCK,Reduce / defer replenishment,0.0,35978.29571934715
SKU00865,2025-12-29,12.0,15.06805453937085,221.0,97.0,27.0,0.0,SunriseFoods Ice Cream 1kg,Frozen Foods,Ice Cream,SunriseFoods,252.79,1,221.0,60.2722181574834,14.66679055498213,15.06805453937085,160.7277818425166,OVERSTOCK,Reduce / defer replenishment,0.0,40630.37597196977
SKU00866,2025-12-29,3.0,9.874792856535999,487.0,223.0,61.0,0.0,PrimeCare Cookware Medium,Home & Kitchen,Cookware,PrimeCare,822.8,1,487.0,39.499171426143995,49.3174902071653,9.874792856535999,447.500828573856,OVERSTOCK,Reduce / defer replenishment,0.0,368203.6817505687
SKU00867,2025-12-29,5.0,6.889245393533792,49.0,81.0,30.0,0.0,FamilyChoice Hair Care 500ml,Personal Care,Hair Care,FamilyChoice,118.29,1,49.0,27.55698157413517,7.112535147316879,6.889245393533792,21.44301842586483,WATCH,Review replenishment plan,0.0,0.0
SKU00868,2025-12-29,1.0,9.364984248734059,287.0,97.0,39.0,0.0,HealthFirst Laundry Medium,Home Care,Laundry,HealthFirst,106.41,1,287.0,37.459936994936236,30.64607396844219,9.364984248734059,249.54006300506376,OVERSTOCK,Reduce / defer replenishment,0.0,26553.558104368833
SKU00869,2025-12-29,4.0,7.967926753376758,367.0,168.0,61.0,0.0,UrbanBite Spices & Seasoning 500g,Grocery,Spices & Seasoning,UrbanBite,149.86,1,367.0,31.87170701350703,46.05966035574658,7.967926753376758,335.12829298649297,OVERSTOCK,Reduce / defer replenishment,0.0,50222.32598695584
SKU00870,2025-12-29,8.0,10.410009484142176,519.0,348.0,142.0,0.0,EliteHome Coffee 2L,Beverages,Coffee,EliteHome,193.95,1,519.0,41.6400379365687,49.855862359261586,10.410009484142176,477.3599620634313,OVERSTOCK,Reduce / defer replenishment,0.0,92583.9646422025
SKU00871,2025-12-29,16.0,7.6430103330136285,,,,0.0,EverydayPlus Pulses & Lentils 2kg,Grocery,Pulses & Lentils,EverydayPlus,300.66,0,0.0,30.572041332054514,0.0,7.6430103330136285,-30.572041332054514,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00872,2025-12-29,15.0,14.809660070463822,223.0,223.0,86.0,0.0,GreenValley Pulses & Lentils Family Pack,Grocery,Pulses & Lentils,GreenValley,127.74,1,223.0,59.23864028185529,15.057739268759319,14.809660070463822,163.76135971814472,OVERSTOCK,Reduce / defer replenishment,0.0,20918.876090395806
SKU00873,2025-12-29,1.0,8.351385311546704,428.0,197.0,62.0,0.0,QuickBite Cookware 2L,Home & Kitchen,Cookware,QuickBite,1357.53,1,428.0,33.405541246186814,51.248982538051884,8.351385311546704,394.59445875381317,OVERSTOCK,Reduce / defer replenishment,0.0,535673.8155920639
SKU00874,2025-12-29,5.0,6.014598352654572,4280.0,974.0,383.0,0.0,ValueChoice Home Decor Pack of 12,Home & Kitchen,Home Decor,ValueChoice,578.74,1,4280.0,24.058393410618287,711.6019639301437,6.014598352654572,4255.941606589382,OVERSTOCK,Reduce / defer replenishment,0.0,2463083.645397539
SKU00875,2025-12-29,7.0,24.058486708750667,297.0,154.0,34.0,0.0,DailyBest Women's Wear 250g,Apparel & Footwear,Women's Wear,DailyBest,1193.89,1,297.0,96.23394683500267,12.344916103637297,24.058486708750667,200.76605316499734,OVERSTOCK,Reduce / defer replenishment,0.0,239692.5832131587
SKU00876,2025-12-29,9.0,8.388074025430294,105.0,41.0,18.0,0.0,SunriseFoods Spices & Seasoning Pack of 12,Grocery,Spices & Seasoning,SunriseFoods,67.9,1,105.0,33.552296101721176,12.517772218231428,8.388074025430294,71.44770389827883,OVERSTOCK,Reduce / defer replenishment,0.0,4851.299094693133
SKU00877,2025-12-29,4.0,14.124553874649092,14.0,43.0,15.0,0.0,SparkleClean Cooking Oil 250g,Grocery,Cooking Oil,SparkleClean,98.0,1,14.0,56.498215498596366,0.9911817480570029,14.124553874649092,-42.498215498596366,STOCKOUT RISK,Expedite replenishment,4164.825118862444,0.0
SKU00878,2025-12-29,13.0,7.42363056239978,122.0,289.0,117.0,0.0,ZestyCo Eggs 250ml,Dairy & Bakery,Eggs,ZestyCo,63.96,1,122.0,29.69452224959912,16.434007454239747,7.42363056239978,92.30547775040088,WATCH,Review replenishment plan,0.0,0.0
SKU00879,2025-12-29,7.0,8.379342882670024,105.0,100.0,32.0,0.0,CleanWave Ice Cream 1kg,Frozen Foods,Ice Cream,CleanWave,518.83,1,105.0,33.517371530680094,12.530815538908037,8.379342882670024,71.4826284693199,OVERSTOCK,Reduce / defer replenishment,0.0,37087.33212873725
SKU00880,2025-12-29,4.0,7.416757206013076,138.0,161.0,50.0,0.0,GreenValley Hair Care 100g,Personal Care,Hair Care,GreenValley,307.65,1,138.0,29.667028824052306,18.606514433035183,7.416757206013076,108.33297117594769,WATCH,Review replenishment plan,0.0,0.0
SKU00881,2025-12-29,3.0,12.502948445655921,286.0,173.0,54.0,0.0,CrispKing Pest Control 2L,Home Care,Pest Control,CrispKing,261.94,1,286.0,50.011793782623684,22.874604437753167,12.502948445655921,235.98820621737633,OVERSTOCK,Reduce / defer replenishment,0.0,61814.75073657955
SKU00882,2025-12-29,19.0,20.33931747976262,214.0,122.0,31.0,0.0,CityFresh Namkeen 1kg,Snacks & Confectionery,Namkeen,CityFresh,51.25,1,214.0,81.35726991905048,10.521493664324158,20.33931747976262,132.64273008094952,HEALTHY,Maintain current inventory,0.0,0.0
SKU00883,2025-12-29,9.0,13.37470359692089,230.0,154.0,42.0,0.0,NutriPlus Small Appliances 1L,Electronics & Accessories,Small Appliances,NutriPlus,1981.96,1,230.0,53.49881438768356,17.19664277666313,13.37470359692089,176.50118561231645,OVERSTOCK,Reduce / defer replenishment,0.0,349818.28983618674
SKU00884,2025-12-29,1.0,9.710591505585286,124.0,191.0,67.0,0.0,HomeStyle Yogurt Small,Dairy & Bakery,Yogurt,HomeStyle,127.65,1,124.0,38.842366022341146,12.769561970419447,9.710591505585286,85.15763397765886,WATCH,Review replenishment plan,0.0,0.0
SKU00885,2025-12-29,4.0,16.500162401073933,138.0,47.0,16.0,0.0,SunriseFoods Pulses & Lentils 500g,Grocery,Pulses & Lentils,SunriseFoods,139.09,1,138.0,66.00064960429573,8.363554045444916,16.500162401073933,71.99935039570427,HEALTHY,Maintain current inventory,0.0,0.0
SKU00886,2025-12-29,32.0,37.162471154928745,3.0,31.0,11.0,0.0,HomeStyle Mobile Accessories Pack of 12,Electronics & Accessories,Mobile Accessories,HomeStyle,1177.07,1,3.0,148.64988461971498,0.08072660150863296,37.162471154928745,-145.64988461971498,STOCKOUT RISK,Expedite replenishment,171440.10968932792,0.0
SKU00887,2025-12-29,0.0,16.096441863548897,184.0,113.0,48.0,0.0,EverydayPlus Storage & Containers 2kg,Home & Kitchen,Storage & Containers,EverydayPlus,321.75,1,184.0,64.38576745419559,11.431097727049611,16.096441863548897,119.61423254580441,HEALTHY,Maintain current inventory,0.0,0.0
SKU00888,2025-12-29,15.0,20.32516124247551,294.0,207.0,66.0,0.0,UrbanBite Pulses & Lentils 2kg,Grocery,Pulses & Lentils,UrbanBite,192.76,1,294.0,81.30064496990204,14.464829896925933,20.32516124247551,212.69935503009796,OVERSTOCK,Reduce / defer replenishment,0.0,40999.927675601684
SKU00889,2025-12-29,6.0,7.911025413002437,275.0,100.0,33.0,0.0,NutriPlus Surface Cleaners 2L,Home Care,Surface Cleaners,NutriPlus,251.67,1,275.0,31.64410165200975,34.76161251460706,7.911025413002437,243.35589834799026,OVERSTOCK,Reduce / defer replenishment,0.0,61245.378937238704
SKU00890,2025-12-29,12.0,6.72728188305005,7185.0,1618.0,563.0,0.0,EliteHome Men's Wear Pack of 6,Apparel & Footwear,Men's Wear,EliteHome,327.59,1,7185.0,26.9091275322002,1068.0390869458301,6.72728188305005,7158.0908724678,OVERSTOCK,Reduce / defer replenishment,0.0,2344918.9889117265
SKU00891,2025-12-29,12.0,30.61600649645385,113.0,89.0,21.0,0.0,QuickBite Batteries Pack of 6,Electronics & Accessories,Batteries,QuickBite,514.82,1,113.0,122.4640259858154,3.690879802141681,30.61600649645385,-9.464025985815397,HEALTHY,Maintain current inventory,0.0,0.0
SKU00892,2025-12-29,2.0,7.151337121708156,141.0,183.0,64.0,0.0,EverydayPlus Storage & Containers 500g,Home & Kitchen,Storage & Containers,EverydayPlus,1106.81,1,141.0,28.605348486832625,19.7165925197386,7.151337121708156,112.39465151316737,WATCH,Review replenishment plan,0.0,0.0
SKU00893,2025-12-29,69.0,117.96399647726338,107.0,984.0,378.0,0.0,FreshFarm Hair Care 2L,Personal Care,Hair Care,FreshFarm,488.07,1,107.0,471.8559859090535,0.907056417172365,117.96399647726338,-364.8559859090535,STOCKOUT RISK,Expedite replenishment,178075.26104263176,0.0
SKU00894,2025-12-29,0.0,6.914007810573094,5444.0,1275.0,465.0,0.0,GoldenHarvest Bath & Body 1kg,Personal Care,Bath & Body,GoldenHarvest,211.96,1,5444.0,27.656031242292375,787.3870190998169,6.914007810573094,5416.343968757707,OVERSTOCK,Reduce / defer replenishment,0.0,1148048.2676178836
SKU00895,2025-12-29,2.0,6.448760806545204,355.0,238.0,77.0,0.0,CrispKing Batteries 2kg,Electronics & Accessories,Batteries,CrispKing,1352.89,1,355.0,25.795043226180816,55.049335934384615,6.448760806545204,329.20495677381916,OVERSTOCK,Reduce / defer replenishment,0.0,445378.09396973223
SKU00896,2025-12-29,24.0,43.553514765856086,115.0,64.0,28.0,0.0,PrimeCare Bottled Water Family Pack,Beverages,Bottled Water,PrimeCare,140.2,1,115.0,174.21405906342434,2.640429839434098,43.553514765856086,-59.214059063424344,HEALTHY,Maintain current inventory,0.0,0.0
SKU00897,2025-12-29,12.0,7.54285119402791,180.0,144.0,61.0,0.0,EverydayPlus Chips & Crisps 250g,Snacks & Confectionery,Chips & Crisps,EverydayPlus,62.91,1,180.0,30.17140477611164,23.863655184198237,7.54285119402791,149.82859522388836,OVERSTOCK,Reduce / defer replenishment,0.0,9425.716925534816
SKU00898,2025-12-29,6.0,10.633175587997213,284.0,136.0,44.0,0.0,PureLife First Aid 500ml,Health & Wellness,First Aid,PureLife,682.46,1,284.0,42.53270235198885,26.708860175372326,10.633175587997213,241.46729764801114,OVERSTOCK,Reduce / defer replenishment,0.0,164791.7719528617
SKU00899,2025-12-29,5.0,7.710253932345586,289.0,103.0,23.0,0.0,PurePlus Mobile Accessories 500ml,Electronics & Accessories,Mobile Accessories,PurePlus,1431.72,1,289.0,30.841015729382345,37.48255278436484,7.710253932345586,258.1589842706177,OVERSTOCK,Reduce / defer replenishment,0.0,369611.38095992873
SKU00900,2025-12-29,2.0,8.979385769802134,524.0,251.0,83.0,0.0,FreshFarm Juices 1kg,Beverages,Juices,FreshFarm,67.72,1,524.0,35.917543079208535,58.355884626565796,8.979385769802134,488.08245692079146,OVERSTOCK,Reduce / defer replenishment,0.0,33052.943982676
SKU00901,2025-12-29,15.0,28.664178943047716,153.0,86.0,34.0,0.0,PremiumSelect Frozen Meat Small,Frozen Foods,Frozen Meat,PremiumSelect,476.21,1,153.0,114.65671577219086,5.33767251118522,28.664178943047716,38.343284227809136,HEALTHY,Maintain current inventory,0.0,0.0
SKU00902,2025-12-29,18.0,17.92856448442118,364.0,198.0,72.0,0.0,SmartBuy Skin Care 1L,Personal Care,Skin Care,SmartBuy,416.08,1,364.0,71.71425793768472,20.30279670836411,17.92856448442118,292.2857420623153,OVERSTOCK,Reduce / defer replenishment,0.0,121614.25155728815
SKU00903,2025-12-29,17.0,32.3890127112945,,,,0.0,SmartBuy Frozen Meat Pack of 12,Frozen Foods,Frozen Meat,SmartBuy,326.01,0,0.0,129.556050845178,0.0,32.3890127112945,-129.556050845178,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00904,2025-12-29,6.0,12.063011385541701,207.0,83.0,41.0,0.0,ZestyCo Notebooks 250ml,Stationery & Office,Notebooks,ZestyCo,123.59,1,207.0,48.252045542166805,17.15989427383803,12.063011385541701,158.7479544578332,OVERSTOCK,Reduce / defer replenishment,0.0,19619.659691443605
SKU00905,2025-12-29,14.0,10.937229774228749,144.0,119.0,27.0,0.0,UrbanBite Sugar & Salt Large,Grocery,Sugar & Salt,UrbanBite,142.05,1,144.0,43.748919096914996,13.166039570578038,10.937229774228749,100.25108090308501,OVERSTOCK,Reduce / defer replenishment,0.0,14240.666042283226
SKU00906,2025-12-29,1.0,5.944975752804623,6529.0,1440.0,510.0,0.0,HomeStyle Office Supplies Pack of 12,Stationery & Office,Office Supplies,HomeStyle,69.35,1,6529.0,23.779903011218494,1098.2382891839138,5.944975752804623,6505.220096988782,OVERSTOCK,Reduce / defer replenishment,0.0,451137.013726172
SKU00907,2025-12-29,4.0,9.332590563036966,,,,0.0,GreenValley Laundry 2kg,Home Care,Laundry,GreenValley,236.2,0,0.0,37.330362252147864,0.0,9.332590563036966,-37.330362252147864,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00908,2025-12-29,27.0,32.627728321947195,124.0,110.0,40.0,0.0,NatureBlend Kids Wear Family Pack,Apparel & Footwear,Kids Wear,NatureBlend,1210.94,1,124.0,130.51091328778878,3.8004484644611565,32.627728321947195,-6.510913287788782,HEALTHY,Maintain current inventory,0.0,0.0
SKU00909,2025-12-29,9.0,13.122539361218179,269.0,175.0,63.0,0.0,FamilyChoice Air Fresheners Medium,Home Care,Air Fresheners,FamilyChoice,278.89,1,269.0,52.490157444872715,20.499081206415863,13.122539361218179,216.50984255512728,OVERSTOCK,Reduce / defer replenishment,0.0,60382.429990199445
SKU00910,2025-12-29,22.0,44.44001350658097,,,,0.0,BasicNeeds Butter & Ghee 2L,Dairy & Bakery,Butter & Ghee,BasicNeeds,189.2,0,0.0,177.76005402632387,0.0,44.44001350658097,-177.76005402632387,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00911,2025-12-29,2.0,9.957150592448748,242.0,132.0,51.0,0.0,SparkleClean Women's Wear 100g,Apparel & Footwear,Women's Wear,SparkleClean,1077.09,1,242.0,39.82860236979499,24.304141807750373,9.957150592448748,202.171397630205,OVERSTOCK,Reduce / defer replenishment,0.0,217756.7906735175
SKU00912,2025-12-29,14.0,21.716209213249346,164.0,146.0,50.0,0.0,CleanWave Small Appliances 2L,Electronics & Accessories,Small Appliances,CleanWave,941.62,1,164.0,86.86483685299739,7.551962609567301,21.716209213249346,77.13516314700261,HEALTHY,Maintain current inventory,0.0,0.0
SKU00913,2025-12-29,18.0,11.771997348008679,117.0,83.0,39.0,0.0,SunriseFoods Bottled Water Pack of 12,Beverages,Bottled Water,SunriseFoods,50.24,1,117.0,47.087989392034714,9.938840159507123,11.771997348008679,69.91201060796529,HEALTHY,Maintain current inventory,0.0,0.0
SKU00914,2025-12-29,0.0,7.0967513466437335,177.0,111.0,38.0,0.0,PremiumSelect Mobile Accessories 250ml,Electronics & Accessories,Mobile Accessories,PremiumSelect,2698.59,1,177.0,28.387005386574934,24.94098938434818,7.0967513466437335,148.61299461342506,OVERSTOCK,Reduce / defer replenishment,0.0,401045.5411338427
SKU00915,2025-12-29,6.0,14.065555190671073,171.0,171.0,47.0,0.0,BasicNeeds Women's Wear 500g,Apparel & Footwear,Women's Wear,BasicNeeds,572.02,1,171.0,56.262220762684294,12.157358716520134,14.065555190671073,114.7377792373157,OVERSTOCK,Reduce / defer replenishment,0.0,65632.30447932932
SKU00916,2025-12-29,9.0,6.235325788825941,510.0,292.0,113.0,0.0,MetroBrand Hair Care 2L,Personal Care,Hair Care,MetroBrand,201.3,1,510.0,24.941303155303764,81.79203738062076,6.235325788825941,485.0586968446962,OVERSTOCK,Reduce / defer replenishment,0.0,97642.31567483736
SKU00917,2025-12-29,25.0,36.1943492649136,172.0,97.0,35.0,0.0,PremiumSelect Writing Instruments Medium,Stationery & Office,Writing Instruments,PremiumSelect,105.35,1,172.0,144.7773970596544,4.75212301072463,36.1943492649136,27.22260294034561,HEALTHY,Maintain current inventory,0.0,0.0
SKU00918,2025-12-29,10.0,16.94794359485054,150.0,88.0,19.0,0.0,CleanWave Vitamins & Supplements 2kg,Health & Wellness,Vitamins & Supplements,CleanWave,1225.01,1,150.0,67.79177437940216,8.85063129697788,16.94794359485054,82.20822562059784,HEALTHY,Maintain current inventory,0.0,0.0
SKU00919,2025-12-29,13.0,19.686660234187705,693.0,273.0,100.0,0.0,PrimeCare Skin Care 500ml,Personal Care,Skin Care,PrimeCare,321.95,1,693.0,78.74664093675082,35.20150151200057,19.686660234187705,614.2533590632491,OVERSTOCK,Reduce / defer replenishment,0.0,197758.86895041305
SKU00920,2025-12-29,81.0,142.8496565068866,0.0,1260.0,464.0,0.0,PremiumSelect Sugar & Salt 100g,Grocery,Sugar & Salt,PremiumSelect,87.31,1,0.0,571.3986260275464,0.0,142.8496565068866,-571.3986260275464,STOCKOUT RISK,Expedite replenishment,49888.814038465076,0.0
SKU00921,2025-12-29,16.0,43.43159836544738,86.0,81.0,26.0,0.0,SoftTouch Mobile Accessories Pack of 12,Electronics & Accessories,Mobile Accessories,SoftTouch,1875.04,1,86.0,173.7263934617895,1.9801251447475743,43.43159836544738,-87.72639346178951,HEALTHY,Maintain current inventory,0.0,0.0
SKU00922,2025-12-29,4.0,11.13451595116462,7.0,93.0,26.0,0.0,TrueTaste Namkeen Medium,Snacks & Confectionery,Namkeen,TrueTaste,35.63,1,7.0,44.53806380465848,0.6286757350478116,11.13451595116462,-37.53806380465848,STOCKOUT RISK,Expedite replenishment,1337.4812133599817,0.0
SKU00923,2025-12-29,4.0,6.142584727699485,107.0,142.0,58.0,0.0,EverydayPlus Kids Wear Small,Apparel & Footwear,Kids Wear,EverydayPlus,762.61,1,107.0,24.57033891079794,17.41937714224636,6.142584727699485,82.42966108920206,WATCH,Review replenishment plan,0.0,0.0
SKU00924,2025-12-29,14.0,11.33216126149768,23.0,90.0,23.0,0.0,FreshFarm Ice Cream 500ml,Frozen Foods,Ice Cream,FreshFarm,294.61,1,23.0,45.32864504599072,2.029621664328511,11.33216126149768,-22.32864504599072,WATCH,Review replenishment plan,0.0,0.0
SKU00925,2025-12-29,5.0,15.05179839890123,229.0,142.0,65.0,0.0,CrispKing Pest Control 100g,Home Care,Pest Control,CrispKing,152.4,1,229.0,60.20719359560492,15.21412883238702,15.05179839890123,168.7928064043951,OVERSTOCK,Reduce / defer replenishment,0.0,25724.023696029813
SKU00926,2025-12-29,14.0,17.602961033769873,275.0,262.0,101.0,0.0,NutriPlus Soft Drinks 1L,Beverages,Soft Drinks,NutriPlus,204.55,1,275.0,70.41184413507949,15.622371683515887,17.602961033769873,204.5881558649205,OVERSTOCK,Reduce / defer replenishment,0.0,41848.50728216949
SKU00927,2025-12-29,4.0,9.655644184432695,457.0,241.0,83.0,0.0,SunriseFoods Mobile Accessories Family Pack,Electronics & Accessories,Mobile Accessories,SunriseFoods,1170.26,1,457.0,38.62257673773078,47.32983022891398,9.655644184432695,418.3774232622692,OVERSTOCK,Reduce / defer replenishment,0.0,489610.3633469031
SKU00928,2025-12-29,6.0,8.982024340003173,229.0,152.0,58.0,0.0,SoftTouch Juices 250g,Beverages,Juices,SoftTouch,78.04,1,229.0,35.92809736001269,25.495366226086077,8.982024340003173,193.07190263998731,OVERSTOCK,Reduce / defer replenishment,0.0,15067.331282024612
SKU00929,2025-12-29,40.0,74.9671380793752,171.0,1480.0,532.0,0.0,TrueTaste Surface Cleaners 1kg,Home Care,Surface Cleaners,TrueTaste,125.47,1,171.0,299.8685523175008,2.280999440300698,74.9671380793752,-128.86855231750081,WATCH,Review replenishment plan,0.0,0.0
SKU00930,2025-12-29,9.0,8.85676817873329,183.0,185.0,68.0,0.0,NovaFresh Storage & Containers Medium,Home & Kitchen,Storage & Containers,NovaFresh,361.16,1,183.0,35.42707271493316,20.662164381745505,8.85676817873329,147.57292728506684,WATCH,Review replenishment plan,0.0,0.0
SKU00931,2025-12-29,13.0,9.99181258995597,417.0,176.0,43.0,0.0,DailyBest Office Supplies 2L,Stationery & Office,Office Supplies,DailyBest,290.43,1,417.0,39.96725035982388,41.73416947583457,9.99181258995597,377.0327496401761,OVERSTOCK,Reduce / defer replenishment,0.0,109501.62147799635
SKU00932,2025-12-29,5.0,6.760938975917357,8091.0,1922.0,656.0,0.0,NatureBlend Writing Instruments 500g,Stationery & Office,Writing Instruments,NatureBlend,146.87,1,8091.0,27.043755903669428,1196.727263597609,6.760938975917357,8063.956244096331,OVERSTOCK,Reduce / defer replenishment,0.0,1184353.2535704281
SKU00933,2025-12-29,4.0,9.52355076598704,115.0,66.0,27.0,0.0,QuickBite Notebooks 100g,Stationery & Office,Notebooks,QuickBite,69.93,1,115.0,38.09420306394816,12.075328081488015,9.52355076598704,76.90579693605184,OVERSTOCK,Reduce / defer replenishment,0.0,5378.022379738106
SKU00934,2025-12-29,7.0,15.734224011709793,192.0,110.0,37.0,0.0,ValueChoice Ready Meals 500ml,Frozen Foods,Ready Meals,ValueChoice,659.32,1,192.0,62.93689604683917,12.20269902456638,15.734224011709793,129.06310395316083,OVERSTOCK,Reduce / defer replenishment,0.0,85093.88569839801
SKU00935,2025-12-29,6.0,6.954190039261455,7070.0,1609.0,586.0,0.0,NovaFresh Namkeen 2L,Snacks & Confectionery,Namkeen,NovaFresh,77.98,1,7070.0,27.81676015704582,1016.6532637280134,6.954190039261455,7042.183239842954,OVERSTOCK,Reduce / defer replenishment,0.0,549149.4490429536
SKU00936,2025-12-29,0.0,6.349195020496786,5503.0,1225.0,422.0,0.0,EliteHome Home Decor Medium,Home & Kitchen,Home Decor,EliteHome,1404.14,1,5503.0,25.396780081987146,866.7240464712365,6.349195020496786,5477.603219918013,OVERSTOCK,Reduce / defer replenishment,0.0,7691321.785215679
SKU00937,2025-12-29,16.0,16.648287073295016,265.0,213.0,75.0,0.0,EverydayPlus Women's Wear Large,Apparel & Footwear,Women's Wear,EverydayPlus,551.35,1,265.0,66.59314829318006,15.917553489636662,16.648287073295016,198.40685170681994,OVERSTOCK,Reduce / defer replenishment,0.0,109391.61768855518
SKU00938,2025-12-29,13.0,16.896242645394977,80.0,64.0,27.0,0.0,EliteHome Writing Instruments 500ml,Stationery & Office,Writing Instruments,EliteHome,36.49,1,80.0,67.58497058157991,4.734780488122533,16.896242645394977,12.41502941842009,HEALTHY,Maintain current inventory,0.0,0.0
SKU00939,2025-12-29,12.0,8.206134374039127,370.0,194.0,78.0,0.0,PurePlus First Aid 500ml,Health & Wellness,First Aid,PurePlus,591.54,1,370.0,32.82453749615651,45.08822097412023,8.206134374039127,337.1754625038435,OVERSTOCK,Reduce / defer replenishment,0.0,199452.77308952357
SKU00940,2025-12-29,12.0,25.21855872290924,640.0,328.0,117.0,0.0,ValueChoice Coffee Large,Beverages,Coffee,ValueChoice,94.1,1,640.0,100.87423489163696,25.378135484745457,25.21855872290924,539.125765108363,OVERSTOCK,Reduce / defer replenishment,0.0,50731.734496696954
